"X","Y"
-42.48,-0.353994160844574
57.66,-0.47253397702445
-18.2,-0.590435280449272
76.6,0.423687596703975
88.09,0.537084549856413
-90.89,-0.593299787574059
5.62,-0.443045738628128
78.48,0.353994160844571
10.29,0.499173956222262
-8.68,-0.48331842903742
91.37,-0.451647033646699
-9.33,0.478121820220696
35.51,-0.351008342801091
14.53,0.358841974858816
-79.42,0.402730073617542
79.96,-0.282941493312069
-50.78,-0.56483896335916
-91.59,0.413283492844841
-34.42,-0.402730073617536
90.9,0.568566144656197
77.91,-0.537084549856413
38.56,0.382418003657616
28.1,0.568566144656204
98.85,0.631589756888898
31.14,-0.630083748691596
41.71,-0.49917395622225
8.81,0.602631400446729
18.83,0.622571698641285
-42.17,-0.62257169864128
-70.58,-0.402730073617533
92.6,0.423687596703953
80.46,0.365366374972288
38.14,0.630083748691591
59.09,-0.537084549856378
-95.08,0.498798078243427
-4.44,-0.382418003657613
51.69,-0.488374553711699
-56.72,-0.505461734588267
-36.36,-0.459412076522328
-53.67,0.4781218202207
-71.44,0.382418003657619
-17.09,0.537084549856384
-17.26,0.520915334191009
-26.23,-0.552468203054895
-69.51,0.351008342801091
-72.24,-0.540887314885606
-53.39,0.433678143624924
-6.81,-0.602631400446729
-46.81,-0.602631400446734
71.57,-0.392332065470577
-90.83,-0.622571698641298
-11.56,0.382418003657613
59.78,-0.564838963359156
-75.62,0.443045738628128
12.19,0.602631400446733
-58.69,-0.48837455371172
-74.49,-0.351008342801093
50.66,0.472533977024426
79.01,-0.0736295580162882
-25.11,0.593299787574052
33.02,-0.146079370109059
-81.03,0.216206722459458
-23.21,0.577649075162804
-45.12,0.611516182685213
62.93,0.45383404137096
-10.3,-0.4935661446562
62.01,0.0736295580162361
62.48,0.353994160844571
58.87,0.623603172787939
-12.03,-0.216206722459475
50.9,0.568566144656202
25.84,-0.628832520584529
42.04,0.282941493312001
-99.88,0.611516182685212
-4.94,-0.402507684739059
-55.98,0.146079370109077
-24.04,-0.28294149331201
22.55,0.37332220023225
-29.64,0.459412076522321
-77.77,0.552468203054874
-51.28,0.505461734588251
33.61,-0.433678143624916
-16.47,-0.358841974858819
57.64,-0.459412076522309
-79.43,0.392332065470573
-13.02,0.146079370109048
96.99,0.0736295580163523
78.61,0.43367814362494
77.29,-0.499173956222261
-64.99,-0.0736295580163434
-73.86,0.630083748691601
30.62,0.443045738628123
-31.3,0.493566144656194
31.35,-0.466347313912053
-35.93,0.453834041370944
-62.46,-0.365366374972271
56.46,0.365366374972274
-81.28,0.505461734588267
-6.64,-0.45941207652232
2.3,0.4935661446562
20,-9.30855363479306e-15
-33.44,0.382418003657627
-2.28,-0.505461734588257
90.89,0.593299787574059
-3.42,0.402730073617536
78.07,0.453834041370901
82.89,0.593299787574066
21.75,-0.530330085889909
-17.86,0.630083748691595
-70.58,-0.402730073617533
87.06,-0.402507684739069
-39.75,0.530330085889908
-87.86,0.630083748691605
89.55,-0.373322200232251
44.12,0.611516182685211
-71.54,0.365366374972271
9.86,-0.630083748691592
90.82,0.613583755448147
17.1,-0.568566144656204
-19.1,0.568566144656202
29.58,-0.402730073617539
-36.04,-0.28294149331201
-38.46,-0.36536637497227
-56.05,-0.345318833274057
-26.1,-0.568566144656204
96.84,0.628832520584524
-69.16,0.62883252058453
-81.79,0.577649075162817
-71.62,0.443045738628132
38,-1.9107337377627e-14
23.85,-0.631589756888912
78.28,0.505461734588277
34.6,0.423687596703974
47.42,-0.402730073617534
4.23,0.552468203054893
31.97,-0.216206722459496
64.36,0.459412076522323
57.26,-0.520915334191007
95.96,-0.282941493312086
-12.11,-0.59329978757405
-37.66,0.472533977024437
-18.11,-0.593299787574053
-97.91,0.537084549856417
-63.23,0.55246820305489
68.55,0.373322200232248
-53.77,0.552468203054898
-52.18,-0.613583755448161
-84.66,-0.472533977024436
-50.86,-0.63008374869159
46.43,0.392332065470597
69.49,-0.351008342801093
-0.49,-0.351008342801091
-22.42,-0.402730073617537
-50.71,-0.499173956222273
-77.78,0.564838963359156
-22,5.97615258371177e-15
14.39,0.433678143624922
-56.62,-0.443045738628124
-11.05,0.34531883327408
-56.4,-0.423687596703973
0.46,0.365366374972272
-29.22,0.564838963359157
30,-9.69957403762899e-15
-25.06,0.402507684739053
-28.91,-0.537084549856395
6.74,0.520915334191008
48.07,0.453834041370936
-55.78,0.564838963359164
-17.45,0.373322200232251
-46.86,-0.630083748691599
25.99,-0.0736295580163078
-63.23,0.55246820305489
72.73,0.512654106702807
49.31,-0.488374553711693
33.66,-0.472533977024437
23.6,-0.42368759670397
-25.55,0.373322200232251
5.97,-0.216206722459484
74.94,0.402507684739086
16.35,0.466347313912053
67.95,-0.345318833274081
-37.51,0.35100834280109
41.66,-0.472533977024438
-47,-1.40591309484026e-14
18.87,0.623603172787935
-3.74,0.520915334191009
-46.99,-0.0736295580162915
12.92,0.498798078243472
82.64,0.459412076522301
80.37,0.451647033646691
-45.17,0.622571698641297
-35.7,0.493566144656204
97.13,-0.623603172787941
