"X","Y"
-127.453,0.370801757825412
172.983,0.124537387665918
-54.614,-0.437509541094433
229.81,-0.602631400446731
264.28,0.50546173458825
-272.666,-0.475946397549074
16.863,0.628692462380558
235.451,-0.372470216524476
30.861,0.629670695485304
-26.031,-0.223049712143183
274.1,0.568566144656224
-28,7.34736707239114e-15
106.542,0.366851780833788
43.58,-0.402730073617538
-238.245,-0.535470681249012
239.895,-0.581765947451617
-152.347,-0.468276346357842
-274.764,-0.545407302528377
-103.248,0.532352322884908
272.702,0.49464558375252
233.724,-0.508219362656301
115.682,-0.48433230184195
84.304,0.491455141584537
296.562,0.384345987728753
93.423,-0.399579708195146
125.118,-0.608377766756991
26.44,0.382418003657619
56.485,0.352259551760603
-126.504,-0.350161777115782
-211.732,0.514216875500721
277.815,-0.608306792106502
241.379,-0.4439420981513
114.423,0.399579708195164
177.28,-0.50546173458829
-285.232,0.550079667923772
-13.322,0.482298855189298
155.076,-0.481600324377951
-170.155,-0.630697327527604
-109.091,0.540539409504944
-161.025,0.181502338065837
-214.32,-0.483318429037432
-51.272,0.511134348136491
-51.765,0.546561670392366
-78.693,-0.489904935212054
-208.533,-0.360633360609791
-216.716,-0.502849520520908
-160.18,-0.613583755448142
-20.423,-0.399579708195148
-140.416,-0.406950577852659
214.697,0.49197760702797
-272.501,-0.350010116014747
-34.68,-0.483318429037411
179.355,-0.462980045764488
-226.86,-0.630083748691616
36.569,0.391313350172107
-176.081,-0.502930788358964
-223.481,0.35360930843772
151.985,-0.110074647302482
237.027,-0.195477806651249
-75.322,0.482298855189304
99.069,-0.44898088648941
-243.096,0.556790484239706
-69.618,0.441229959144269
-135.37,0.451647033646672
188.784,0.569933781671316
-30.89,-0.593299787574053
186.039,0.276449142982487
187.434,-0.388289576835673
176.605,0.428749085999798
-36.101,-0.571340676716417
152.685,0.485847166131292
77.533,-0.360633360609807
126.109,0.591124801582009
-299.625,0.447448323186197
-14.81,-0.602631400446728
-167.929,0.45862341999862
-72.11,-0.593299787574043
67.663,-0.474264763595583
-88.921,-0.494598436650687
-233.319,0.483825943674026
-153.828,0.620967487254359
100.833,0.624771621252578
-49.412,0.411175485909586
172.918,0.506996355224875
-238.281,-0.504795550788058
-39.064,0.423773762807263
290.974,0.188504987849391
235.831,-0.623333303030119
231.881,-0.609977905064471
-194.968,-0.229857668872629
-221.583,0.405894262327251
91.861,-0.629670695485315
-93.89,0.593299787574069
94.055,0.374607858798894
-107.776,0.559815712352878
-187.385,0.438450423705402
169.377,-0.445711235573388
-243.843,0.630062736533105
-19.933,0.439084940602474
6.903,0.559836270799346
59.993,-0.0516112753368639
-100.306,-0.490419089124042
-6.832,-0.624066870154708
272.684,0.485342638125364
-10.259,-0.521804286094878
234.21,0.577649075162801
248.663,0.474264763595555
65.241,-0.539782681128935
-53.586,0.409063714580213
-211.743,0.52361716621053
261.18,-0.613583755448191
-119.263,0.518317976253316
-263.568,0.390299805813373
268.636,0.456407711409003
132.358,0.460863959871706
-214.623,-0.445711235573375
29.571,-0.39335561542945
272.455,0.369182667299411
51.29,-0.499173956222259
-57.294,0.49686336545557
88.736,0.517475174142007
-108.108,-0.588884206674272
-115.368,0.453267839865939
-168.139,-0.629670695485333
-78.307,-0.489904935212062
290.532,0.360019789218591
-207.479,0.354397691329099
-245.374,0.448304648760216
-214.856,-0.63124471656645
114.004,0.0295182905114493
71.554,-0.376841246891895
234.836,0.626705180407362
103.799,-0.58917312668992
142.247,0.533380531912146
12.681,0.483825943673961
95.903,-0.559836270799341
193.083,-0.510994585973377
171.769,-0.551269794390606
287.893,-0.586577712639895
-36.341,-0.471945223727969
-112.979,-0.153214955094161
-54.315,-0.485847166131323
-293.72,0.505461734588298
-189.69,0.488374553711667
205.638,-0.457926759663217
-161.303,0.491977607028031
-156.54,-0.365366374972266
-253.985,0.110074647302609
-152.566,-0.388289576835672
139.281,-0.504795550788062
208.472,0.35773141654667
-1.484,0.352568273772406
-67.255,0.525476803334071
-152.131,-0.62449385400425
-233.342,0.471350255165349
-66.003,-0.0221428780594756
43.161,-0.628351316715249
-169.864,0.628125957307432
-33.139,0.629670695485305
-169.206,0.582795967169304
1.38,-0.443045738628127
-87.657,0.470748898396157
89.991,-0.0663003946293541
-75.172,0.620967487254347
-86.733,-0.515014695786171
20.213,0.573785372934156
144.201,0.589173126689956
-167.338,0.47369355933336
-52.352,-0.465023791731316
-140.588,-0.411175485909577
77.984,-0.117315402519367
-189.703,0.495192257948482
218.186,0.607200699793706
147.941,-0.39704280989758
100.971,0.209329719651307
70.811,0.603794046825307
-76.657,-0.470748898396166
17.901,-0.565723989026388
224.809,0.601456372149578
49.05,-0.345318833274037
203.861,-0.629670695485303
-112.531,-0.359422584911009
124.974,0.188504987849326
-140.989,-0.0809468932298486
56.606,0.429746328557324
-11.226,0.557338752554454
-140.98,-0.146079370109186
38.754,0.534420018390023
247.913,-0.526310951192848
241.125,-0.618296044041796
-135.5,0.35
-107.11,0.593299787574019
291.385,-0.438450423705413
71.996,-0.0295182905114945
262.388,0.435607095747679
-20.08,-0.498798078243459
-55.9,0.568566144656224
95.538,-0.363938375318033
-208.592,-0.415385396628528
43.72,-0.505461734588256
-156.764,-0.54540730252838
277.415,-0.408007164744172
60.819,0.612564609995576
9.018,-0.131739464320831
-58.456,-0.368392380452948
228.148,0.631653273511256
-81.545,0.369182667299398
-127.056,0.380301646948097
-197.613,0.436561713501865
-196.697,-0.491977607027967
-10.774,-0.557338752554453
-148.221,-0.563575426873868
-170.247,-0.533380531912153
104.626,0.448304648760177
-271.402,0.421632111842804
120.512,0.351449933559554
-88.867,-0.626109123624613
-54.634,-0.454854755849399
192.571,0.393355615429384
251.314,-0.48635163704557
-130.483,-0.352896226663196
276.663,0.474264763595574
137.037,-0.263337044327015
111.825,-0.618370279769501
-268.294,-0.496863365455617
-62.868,-0.625328970782198
-13.293,0.497431655654132
36.152,0.631355555649039
118.957,0.302152855676469
249.41,-0.41328349284486
71.011,-0.0809468932298097
-42.947,-0.363054162567824
25.248,-0.532352322884901
-264.913,-0.52631095119289
-143.486,0.351970180604034
-61.709,0.498586694008183
-181.353,0.464350438135472
199.157,-0.630062736533089
-208.268,-0.514216875500727
182.051,0.351283619057895
28.096,0.556790484239713
97.391,-0.432704153229101
-196.981,-0.138920500320049
79.833,-0.624771621252558
-112.878,-0.61440898811109
134.733,0.515014695786189
-60.636,-0.456407711409
281.614,-0.437509541094478
280.439,0.383378065754117
136.022,0.160326143987887
-145.67,0.478121820220702
-166.927,-0.468009267297967
55.827,-0.620126431017906
-139.487,0.351700272850958
18.642,0.460863959871686
171.175,-0.618370279769505
-199.164,0.626705180407418
-57.36,0.459412076522324
-17.054,0.368858469175012
220.864,0.628125957307409
255.425,-0.397491460581519
229.187,-0.606079402406968
104.512,0.351449933559557
270.1,0.568566144656276
9.867,-0.626109123624627
45.911,-0.533561488697787
-98.201,-0.589173126689937
-91.605,0.428749085999788
-287.985,0.110074647302662
1.688,-0.487361525935654
222.626,0.44830464876012
-296.22,-0.564838963359188
-256.766,-0.547725348833281
-201.473,0.357201892606417
162.2,0.590435280449298
141.111,-0.595409470857615
283.125,-0.618296044041808
-20.117,-0.606715326927763
-255.369,0.452461663824518
89.291,-0.498586694008171
155.156,-0.63039910024496
-217.736,0.517475174142004
-62.049,-0.339302032360611
-165.009,0.0663003946291764
-265.225,0.558574039047928
-62.464,-0.362569919604406
-261.043,0.30215285567643
-164.468,-0.360019789218617
-267.223,0.561063415638467
102.169,0.623333303030093
-121.355,0.4629800457645
-239.567,0.389291769071637
-256.858,-0.630761103926563
228.264,0.517475174141972
152.548,0.371629967037549
189.964,-0.256719157639391
289.284,-0.502849520520897
-237.84,0.628832520584476
-240.575,-0.397491460581449
179.299,-0.494103637650128
170.745,0.525476803334013
-294.342,-0.471350255165281
167.44,-0.38241800365762
137.634,-0.454854755849385
78.079,0.494598436650645
-11.454,0.369985891546964
-206.018,-0.131739464320759
-295.071,0.458623419998755
-28.525,-0.356195369153997
-4.624,-0.446583827412091
-66.248,-0.532352322884885
-21.2,0.59043528044927
127.967,-0.236629583721727
-266.819,-0.612564609995584
-87.13,0.623603172787938
181.687,-0.486856330114887
201.425,-0.397491460581499
-157.35,0.466347313912087
-87.608,0.43172406043528
214.131,0.624493854004232
212.258,0.522704888185197
-122.463,-0.363246573909129
-211.771,0.553674607382596
122.395,0.428749085999821
-237.716,0.502849520520863
-279.763,0.544262472931277
299.643,-0.461577490152612
-279.075,0.477135452750295
-96.965,-0.250061308415289
249.038,-0.269914018536434
70.341,0.471945223727973
-128.229,-0.553674607382632
142.678,0.482298855189326
200.433,0.389291769071668
-111.438,0.384345987728765
-4.46,-0.365366374972271
118.424,0.398534166538986
84.877,0.615764465756617
86.354,0.46366922044157
286.712,0.500369224416025
-51.159,0.629278674840603
-228.357,-0.461577490152695
15.618,-0.4412299591443
-164.956,-0.308465133981321
-8.153,-0.631176315369229
-77.871,0.622656337283078
290.01,0.0736295580161285
-67.009,0.0663003946293047
-162.453,-0.370801757825432
73.979,-0.153214955094162
-218.076,-0.481600324377993
280.482,0.353243283094868
9.043,-0.302152855676357
-202.158,-0.629689004493527
73.141,-0.630446990458328
291.572,-0.394383664352513
101.263,-0.518317976253286
-48.65,-0.466347313912047
-105.993,0.051611275336932
201.153,-0.631176315369186
-213.71,0.499173956222253
-184.31,-0.488374553711712
238.043,0.302152855676423
-115.128,0.621652768576263
-82.02,-0.146079370109005
170.368,0.453267839865954
-183.973,0.195477806651378
-289.341,0.471945223727968
-56.035,-0.250061308415245
-10.099,-0.565723989026385
-46.893,-0.586577712639802
-94.315,-0.485847166131314
219.89,-0.593299787574088
-26.935,-0.428939152148144
20.259,0.521804286094878
278.306,0.490419089124091
164.755,0.535470681249032
-174.674,-0.480234157175405
-114.728,-0.511134348136475
282.805,0.596646122504268
50.94,0.402507684739094
156.494,0.350363761302626
-76.374,-0.448304648760178
161.516,-0.352568273772399
22.606,0.429746328557339
248.397,0.426738886067248
-188.822,-0.615562468777971
-130.669,-0.477584458985893
-243.023,0.167411833154924
-173.708,0.498006012248
286.259,0.521804286094805
-122.219,-0.566106987011362
135.59,-0.413283492844838
171.413,-0.410119922207617
-236.749,-0.529336204754427
